File Name,Sliced File Name,Truncated Description,Description,Certainty
image652,image652_01_02.jpg,gar,"gar, garfish, garpike, billfish, Lepisosteus osseus",0.391928911
image652,image652_02_01.jpg,dumbbell,dumbbell,0.148314327
image652,image652_02_02.jpg,gar,"gar, garfish, garpike, billfish, Lepisosteus osseus",0.077568755
image653,image653.jpg,snowmobile,snowmobile,0.192629501
image653,image653_01_01.jpg,snowmobile,snowmobile,0.458081126
image653,image653_01_02.jpg,ski mask,ski mask,0.264440119
image653,image653_02_01.jpg,dogsled,"dogsled, dog sled, dog sleigh",0.219068453
image653,image653_02_02.jpg,sweatshirt,sweatshirt,0.065133102
image654,image654.jpg,Windsor tie,Windsor tie,0.265368164
image654,image654_01_01.jpg,Windsor tie,Windsor tie,0.607890129
image654,image654_01_02.jpg,Windsor tie,Windsor tie,0.089546725
image654,image654_02_01.jpg,sombrero,sombrero,0.061912306
image654,image654_02_02.jpg,Windsor tie,Windsor tie,0.152796954
image655,image655.jpg,hair slide,hair slide,0.164156199
image655,image655_01_01.jpg,hair slide,hair slide,0.650477767
image655,image655_01_02.jpg,hair slide,hair slide,0.129587173
image655,image655_02_01.jpg,lipstick,"lipstick, lip rouge",0.287190855
image655,image655_02_02.jpg,necklace,necklace,0.33551389
image656,image656.jpg,pretzel,pretzel,0.083876014
image656,image656_01_01.jpg,ski mask,ski mask,0.144239917
image656,image656_01_02.jpg,traffic light,"traffic light, traffic signal, stoplight",0.527493298
image656,image656_02_01.jpg,safety pin,safety pin,0.157273352
image656,image656_02_02.jpg,nipple,nipple,0.068458706
image657,image657.jpg,seat belt,"seat belt, seatbelt",0.65977484
image657,image657_01_01.jpg,seat belt,"seat belt, seatbelt",0.174511686
image657,image657_01_02.jpg,wig,wig,0.186798871
image657,image657_02_01.jpg,seat belt,"seat belt, seatbelt",0.943993747
image657,image657_02_02.jpg,oxygen mask,oxygen mask,0.119377971
image658,image658.jpg,bolo tie,"bolo tie, bolo, bola tie, bola",0.416315645
image658,image658_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.119951695
image658,image658_01_02.jpg,lab coat,"lab coat, laboratory coat",0.251872867
image658,image658_02_01.jpg,suit,"suit, suit of clothes",0.583898485
image658,image658_02_02.jpg,suit,"suit, suit of clothes",0.476859123
image659,image659.jpg,seat belt,"seat belt, seatbelt",0.965335608
image659,image659_01_01.jpg,bathing cap,"bathing cap, swimming cap",0.640464365
image659,image659_01_02.jpg,sombrero,sombrero,0.65694809
image659,image659_02_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.394731432
image659,image659_02_02.jpg,seat belt,"seat belt, seatbelt",0.999588668
image66,image66.jpg,rapeseed,rapeseed,0.999852419
image66,image66_01_01.jpg,rapeseed,rapeseed,0.998327196
image66,image66_01_02.jpg,rapeseed,rapeseed,0.996210694
image66,image66_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.55601424
image66,image66_02_02.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.341366351
image660,image660.jpg,sunglasses,"sunglasses, dark glasses, shades",0.592615783
image660,image660_01_01.jpg,bathing cap,"bathing cap, swimming cap",0.122758687
image660,image660_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.461748391
image660,image660_02_01.jpg,poncho,poncho,0.142751262
image660,image660_02_02.jpg,wig,wig,0.468144685
image661,image661.jpg,bow tie,"bow tie, bow-tie, bowtie",0.706647396
image661,image661_01_01.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.139052287
image661,image661_01_02.jpg,bikini,"bikini, two-piece",0.273544401
image661,image661_02_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.391657352
image661,image661_02_02.jpg,mortarboard,mortarboard,0.445594519
image662,image662.jpg,sunglasses,"sunglasses, dark glasses, shades",0.692016721
image662,image662_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.073576041
image662,image662_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.299464166
image662,image662_02_01.jpg,sunglass,sunglass,0.526185691
image662,image662_02_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.751897812
image663,image663.jpg,sarong,sarong,0.100427926
image663,image663_01_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.135573596
image663,image663_01_02.jpg,drumstick,drumstick,0.123362914
image663,image663_02_01.jpg,military uniform,military uniform,0.145840719
image663,image663_02_02.jpg,gown,gown,0.101471327
image664,image664.jpg,sunglasses,"sunglasses, dark glasses, shades",0.559946358
image664,image664_01_01.jpg,ski,ski,0.282798111
image664,image664_01_02.jpg,sunglass,sunglass,0.761146665
image664,image664_02_01.jpg,bathing cap,"bathing cap, swimming cap",0.88354975
image664,image664_02_02.jpg,bikini,"bikini, two-piece",0.161851719
image665,image665.jpg,Band Aid,Band Aid,0.286291361
image665,image665_01_01.jpg,syringe,syringe,0.239882484
image665,image665_01_02.jpg,face powder,face powder,0.166696057
image665,image665_02_01.jpg,Band Aid,Band Aid,0.07677523
image665,image665_02_02.jpg,stethoscope,stethoscope,0.10199628
image666,image666.jpg,ski mask,ski mask,0.982678115
image666,image666_01_01.jpg,cliff,"cliff, drop, drop-off",0.476484448
image666,image666_01_02.jpg,dam,"dam, dike, dyke",0.371429354
image666,image666_02_01.jpg,ski mask,ski mask,0.43408367
image666,image666_02_02.jpg,bathing cap,"bathing cap, swimming cap",0.35667184
image667,image667.jpg,toyshop,toyshop,0.776567101
image667,image667_01_01.jpg,toyshop,toyshop,0.204093799
image667,image667_01_02.jpg,toyshop,toyshop,0.753997684
image667,image667_02_01.jpg,sweatshirt,sweatshirt,0.201151386
image667,image667_02_02.jpg,cash machine,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",0.270634085
image668,image668.jpg,soccer ball,soccer ball,0.6237517
image668,image668_01_01.jpg,balloon,balloon,0.548753381
image668,image668_01_02.jpg,lion,"lion, king of beasts, Panthera leo",0.788309872
image668,image668_02_01.jpg,red wolf,"red wolf, maned wolf, Canis rufus, Canis niger",0.087083504
image668,image668_02_02.jpg,mask,mask,0.657933891
image669,image669.jpg,suit,"suit, suit of clothes",0.477569968
image669,image669_01_01.jpg,steel drum,steel drum,0.876228452
image669,image669_01_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.150870353
image669,image669_02_01.jpg,restaurant,"restaurant, eating house, eating place, eatery",0.467402756
image669,image669_02_02.jpg,suit,"suit, suit of clothes",0.336985767
image67,image67.jpg,sunglass,sunglass,0.061712988
image67,image67_01_01.jpg,Scottish deerhound,"Scottish deerhound, deerhound",0.05742415
image67,image67_01_02.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.061642438
image67,image67_02_01.jpg,mortarboard,mortarboard,0.095843695
image67,image67_02_02.jpg,seashore,"seashore, coast, seacoast, sea-coast",0.077542603
image670,image670.jpg,sunglasses,"sunglasses, dark glasses, shades",0.775276363
image670,image670_01_01.jpg,shower curtain,shower curtain,0.396533221
image670,image670_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.60952419
image670,image670_02_01.jpg,gown,gown,0.127440885
image670,image670_02_02.jpg,kimono,kimono,0.310227156
image671,image671.jpg,snowplow,"snowplow, snowplough",0.240657553
image671,image671_01_01.jpg,snowplow,"snowplow, snowplough",0.807825148
image671,image671_01_02.jpg,shovel,shovel,0.386373788
image671,image671_02_01.jpg,snowplow,"snowplow, snowplough",0.225598022
image671,image671_02_02.jpg,fur coat,fur coat,0.18502374
image672,image672.jpg,Tibetan mastiff,Tibetan mastiff,0.216510966
image672,image672_01_01.jpg,Staffordshire bullterrier,"Staffordshire bullterrier, Staffordshire bull terrier",0.226991996
image672,image672_01_02.jpg,refrigerator,"refrigerator, icebox",0.088263676
image672,image672_02_01.jpg,Saluki,"Saluki, gazelle hound",0.694391251
image672,image672_02_02.jpg,cash machine,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",0.2316214
image673,image673.jpg,web site,"web site, website, internet site, site",0.036288466
image673,image673_01_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.15104723
image673,image673_01_02.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.156117037
image673,image673_02_01.jpg,tench,"tench, Tinca tinca",0.112454161
image673,image673_02_02.jpg,tench,"tench, Tinca tinca",0.223331928
image674,image674.jpg,palace,palace,0.449254245
image674,image674_01_01.jpg,palace,palace,0.58981061
image674,image674_01_02.jpg,palace,palace,0.645926535
image674,image674_02_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.371933728
image674,image674_02_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.191690996
image675,image675.jpg,revolver,"revolver, six-gun, six-shooter",0.881499946
image675,image675_01_01.jpg,water bottle,water bottle,0.784263611
image675,image675_01_02.jpg,cliff,"cliff, drop, drop-off",0.140586615
image675,image675_02_01.jpg,suit,"suit, suit of clothes",0.23049897
image675,image675_02_02.jpg,cliff,"cliff, drop, drop-off",0.319486529
image676,image676.jpg,castle,castle,0.334481061
image676,image676_01_01.jpg,bell cote,"bell cote, bell cot",0.246822208
image676,image676_01_02.jpg,cliff,"cliff, drop, drop-off",0.20062308
image676,image676_02_01.jpg,lab coat,"lab coat, laboratory coat",0.106512509
image676,image676_02_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.257330358
image677,image677.jpg,sunglasses,"sunglasses, dark glasses, shades",0.88765794
image677,image677_01_01.jpg,fountain,fountain,0.097007588
image677,image677_01_02.jpg,cliff,"cliff, drop, drop-off",0.402832597
image677,image677_02_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.776261449
image677,image677_02_02.jpg,fountain,fountain,0.359749377
image678,image678.jpg,castle,castle,0.872624099
image678,image678_01_01.jpg,castle,castle,0.871489823
image678,image678_01_02.jpg,mosque,mosque,0.462914109
image678,image678_02_01.jpg,rapeseed,rapeseed,0.651570439
image678,image678_02_02.jpg,seat belt,"seat belt, seatbelt",0.177652389
image679,image679.jpg,punching bag,"punching bag, punch bag, punching ball, punchball",0.838808537
image679,image679_01_01.jpg,mosquito net,mosquito net,0.158686489
image679,image679_01_02.jpg,four-poster,four-poster,0.151655033
image679,image679_02_01.jpg,punching bag,"punching bag, punch bag, punching ball, punchball",0.908097386
image679,image679_02_02.jpg,mosquito net,mosquito net,0.139604673
image68,image68.jpg,swimming trunks,"swimming trunks, bathing trunks",0.831552029
image68,image68_01_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.517799675
image68,image68_01_02.jpg,swab,"swab, swob, mop",0.188501596
image68,image68_02_01.jpg,bikini,"bikini, two-piece",0.38105163
image68,image68_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.603276253
image680,image680.jpg,red wine,red wine,0.16626434
image680,image680_01_01.jpg,cornet,"cornet, horn, trumpet, trump",0.070516437
image680,image680_01_02.jpg,harmonica,"harmonica, mouth organ, harp, mouth harp",0.106688514
image680,image680_02_01.jpg,wig,wig,0.080116466
image680,image680_02_02.jpg,binoculars,"binoculars, field glasses, opera glasses",0.123047255
image681,image681.jpg,Band Aid,Band Aid,0.242452949
image681,image681_01_01.jpg,wig,wig,0.401513427
image681,image681_01_02.jpg,breastplate,"breastplate, aegis, egis",0.069074489
image681,image681_02_01.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.227541685
image681,image681_02_02.jpg,Band Aid,Band Aid,0.617365539
image682,image682.jpg,cardigan,cardigan,0.091799095
image682,image682_01_01.jpg,banjo,banjo,0.027338397
image682,image682_01_02.jpg,bonnet,"bonnet, poke bonnet",0.212109834
image682,image682_02_01.jpg,ski mask,ski mask,0.072134554
image682,image682_02_02.jpg,pay-phone,"pay-phone, pay-station",0.287966937
image683,image683.jpg,toy poodle,toy poodle,0.495475471
image683,image683_01_01.jpg,Airedale,"Airedale, Airedale terrier",0.209286556
image683,image683_01_02.jpg,toy poodle,toy poodle,0.553513944
image683,image683_02_01.jpg,swab,"swab, swob, mop",0.413135856
image683,image683_02_02.jpg,fur coat,fur coat,0.284597337
image684,image684.jpg,jinrikisha,"jinrikisha, ricksha, rickshaw",0.265252233
image684,image684_01_01.jpg,crutch,crutch,0.092578515
image684,image684_01_02.jpg,jean,"jean, blue jean, denim",0.129346296
image684,image684_02_01.jpg,jinrikisha,"jinrikisha, ricksha, rickshaw",0.227547154
image684,image684_02_02.jpg,Dutch oven,Dutch oven,0.059832089
image685,image685.jpg,tricycle,"tricycle, trike, velocipede",0.728744626
image685,image685_01_01.jpg,shopping cart,shopping cart,0.701616645
image685,image685_01_02.jpg,lab coat,"lab coat, laboratory coat",0.030817205
image685,image685_02_01.jpg,tricycle,"tricycle, trike, velocipede",0.559838951
image685,image685_02_02.jpg,tricycle,"tricycle, trike, velocipede",0.168165788
image686,image686.jpg,swing,swing,0.25216499
image686,image686_01_01.jpg,crib,"crib, cot",0.593670666
image686,image686_01_02.jpg,rocking chair,"rocking chair, rocker",0.302122504
image686,image686_02_01.jpg,apiary,"apiary, bee house",0.041061826
image686,image686_02_02.jpg,swing,swing,0.186849967
image687,image687.jpg,tub,"tub, vat",0.122768834
image687,image687_01_01.jpg,Band Aid,Band Aid,0.070081972
image687,image687_01_02.jpg,hand blower,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.065879293
image687,image687_02_01.jpg,bath towel,bath towel,0.556066573
image687,image687_02_02.jpg,bath towel,bath towel,0.625944257
image688,image688.jpg,harmonica,"harmonica, mouth organ, harp, mouth harp",0.090033665
image688,image688_01_01.jpg,slot,"slot, one-armed bandit",0.330897003
image688,image688_01_02.jpg,slot,"slot, one-armed bandit",0.119044356
image688,image688_02_01.jpg,bikini,"bikini, two-piece",0.50837636
image688,image688_02_02.jpg,balance beam,"balance beam, beam",0.562681019
image689,image689.jpg,stupa,"stupa, tope",0.091816895
image689,image689_01_01.jpg,gown,gown,0.14303951
image689,image689_01_02.jpg,black grouse,black grouse,0.093180828
image689,image689_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.482860953
image689,image689_02_02.jpg,pedestal,"pedestal, plinth, footstall",0.142552197
image69,image69.jpg,broccoli,broccoli,0.196334094
image69,image69_01_01.jpg,pot,"pot, flowerpot",0.310602903
image69,image69_01_02.jpg,neck brace,neck brace,0.03790221
image69,image69_02_01.jpg,bikini,"bikini, two-piece",0.11658451
image69,image69_02_02.jpg,bikini,"bikini, two-piece",0.252439469
image690,image690.jpg,sunglasses,"sunglasses, dark glasses, shades",0.741172731
image690,image690_01_01.jpg,wig,wig,0.977542937
image690,image690_01_02.jpg,sunglass,sunglass,0.583431304
image690,image690_02_01.jpg,bolo tie,"bolo tie, bolo, bola tie, bola",0.983234882
image690,image690_02_02.jpg,bikini,"bikini, two-piece",0.269975424
image691,image691.jpg,sweatshirt,sweatshirt,0.369430691
image691,image691_01_01.jpg,abaya,abaya,0.463805437
image691,image691_01_02.jpg,wig,wig,0.185860187
image691,image691_02_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.202136263
image691,image691_02_02.jpg,abaya,abaya,0.434186131
image692,image692.jpg,golfcart,"golfcart, golf cart",0.092447706
image692,image692_01_01.jpg,monitor,monitor,0.585856616
image692,image692_01_02.jpg,car mirror,car mirror,0.619791746
image692,image692_02_01.jpg,projector,projector,0.085074924
image692,image692_02_02.jpg,oxygen mask,oxygen mask,0.281828493
image693,image693.jpg,cliff,"cliff, drop, drop-off",0.298324525
image693,image693_01_01.jpg,beacon,"beacon, lighthouse, beacon light, pharos",0.094382584
image693,image693_01_02.jpg,abaya,abaya,0.1189702
image693,image693_02_01.jpg,promontory,"promontory, headland, head, foreland",0.472772986
image693,image693_02_02.jpg,barracouta,"barracouta, snoek",0.273042798
image694,image694.jpg,pickelhaube,pickelhaube,0.102383152
image694,image694_01_01.jpg,bath towel,bath towel,0.094871312
image694,image694_01_02.jpg,bikini,"bikini, two-piece",0.164909989
image694,image694_02_01.jpg,wok,wok,0.338472366
image694,image694_02_02.jpg,whiskey jug,whiskey jug,0.17896466
image695,image695.jpg,syringe,syringe,0.192633674
image695,image695_01_01.jpg,web site,"web site, website, internet site, site",0.098166786
image695,image695_01_02.jpg,Windsor tie,Windsor tie,0.137628809
image695,image695_02_01.jpg,crutch,crutch,0.154908076
image695,image695_02_02.jpg,Band Aid,Band Aid,0.786447704
image696,image696.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.391596884
image696,image696_01_01.jpg,reflex camera,reflex camera,0.063175194
image696,image696_01_02.jpg,projector,projector,0.10182485
image696,image696_02_01.jpg,lighter,"lighter, light, igniter, ignitor",0.165861994
image696,image696_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.063912526
image697,image697.jpg,seat belt,"seat belt, seatbelt",0.941041648
image697,image697_01_01.jpg,seat belt,"seat belt, seatbelt",0.927416265
image697,image697_01_02.jpg,seat belt,"seat belt, seatbelt",0.159062356
image697,image697_02_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.743393004
image697,image697_02_02.jpg,seat belt,"seat belt, seatbelt",0.381089389
image698,image698.jpg,television,"television, television system",0.150520712
image698,image698_01_01.jpg,military uniform,military uniform,0.443243772
image698,image698_01_02.jpg,military uniform,military uniform,0.653768063
image698,image698_02_01.jpg,television,"television, television system",0.200193018
image698,image698_02_02.jpg,television,"television, television system",0.524974823
image699,image699.jpg,jersey,"jersey, T-shirt, tee shirt",0.149766728
image699,image699_01_01.jpg,neck brace,neck brace,0.327167243
image699,image699_01_02.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.086740471
image699,image699_02_01.jpg,sunglass,sunglass,0.233676851
image699,image699_02_02.jpg,solar dish,"solar dish, solar collector, solar furnace",0.140069321
image7,image7.jpg,rugby ball,rugby ball,0.203762248
image7,image7_01_01.jpg,Petri dish,Petri dish,0.31737262
image7,image7_01_02.jpg,torch,torch,0.394270033
image7,image7_02_01.jpg,bathtub,"bathtub, bathing tub, bath, tub",0.107537322
image7,image7_02_02.jpg,seat belt,"seat belt, seatbelt",0.07925114
image70,image70.jpg,monitor,monitor,0.355842561
image70,image70_01_01.jpg,monitor,monitor,0.196049273
image70,image70_01_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.505731046
image70,image70_02_01.jpg,envelope,envelope,0.383042097
image70,image70_02_02.jpg,envelope,envelope,0.201519564
image700,image700.jpg,seat belt,"seat belt, seatbelt",0.922859073
image700,image700_01_01.jpg,seat belt,"seat belt, seatbelt",0.899217248
image700,image700_01_02.jpg,seat belt,"seat belt, seatbelt",0.861820936
image700,image700_02_01.jpg,seat belt,"seat belt, seatbelt",0.997932196
image700,image700_02_02.jpg,suit,"suit, suit of clothes",0.280583233
image701,image701.jpg,seat belt,"seat belt, seatbelt",0.692361653
image701,image701_01_01.jpg,seat belt,"seat belt, seatbelt",0.88933748
image701,image701_01_02.jpg,wig,wig,0.084668264
image701,image701_02_01.jpg,seat belt,"seat belt, seatbelt",0.62727356
image701,image701_02_02.jpg,stethoscope,stethoscope,0.783302784
image702,image702.jpg,tench,"tench, Tinca tinca",0.102120645
image702,image702_01_01.jpg,neck brace,neck brace,0.323534131
image702,image702_01_02.jpg,swing,swing,0.301773995
image702,image702_02_01.jpg,academic gown,"academic gown, academic robe, judge's robe",0.247164294
image702,image702_02_02.jpg,potter's wheel,potter's wheel,0.042560481
image703,image703.jpg,pole,pole,0.447181702
image703,image703_01_01.jpg,pole,pole,0.081877187
image703,image703_01_02.jpg,steam locomotive,steam locomotive,0.177241743
image703,image703_02_01.jpg,pole,pole,0.665777326
image703,image703_02_02.jpg,pole,pole,0.343064785
image704,image704.jpg,pajama,"pajama, pyjama, pj's, jammies",0.159061387
image704,image704_01_01.jpg,shovel,shovel,0.131791383
image704,image704_01_02.jpg,accordion,"accordion, piano accordion, squeeze box",0.096836366
image704,image704_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.731153667
image704,image704_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.233779013
image705,image705.jpg,jersey,"jersey, T-shirt, tee shirt",0.886442065
image705,image705_01_01.jpg,window shade,window shade,0.707676291
image705,image705_01_02.jpg,neck brace,neck brace,0.110976242
image705,image705_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.540378988
image705,image705_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.821156561
image706,image706.jpg,swing,swing,0.503148794
image706,image706_01_01.jpg,pole,pole,0.084738798
image706,image706_01_02.jpg,neck brace,neck brace,0.952883422
image706,image706_02_01.jpg,knee pad,knee pad,0.087587267
image706,image706_02_02.jpg,jean,"jean, blue jean, denim",0.140423313
image707,image707.jpg,wig,wig,0.964228868
image707,image707_01_01.jpg,wig,wig,0.648498535
image707,image707_01_02.jpg,bonnet,"bonnet, poke bonnet",0.697568178
image707,image707_02_01.jpg,cloak,cloak,0.212023824
image707,image707_02_02.jpg,wig,wig,0.830717266
image708,image708.jpg,seat belt,"seat belt, seatbelt",0.126316756
image708,image708_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.114292219
image708,image708_01_02.jpg,oxygen mask,oxygen mask,0.426819772
image708,image708_02_01.jpg,seat belt,"seat belt, seatbelt",0.355922371
image708,image708_02_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.035932139
image709,image709.jpg,seat belt,"seat belt, seatbelt",0.593716919
image709,image709_01_01.jpg,seat belt,"seat belt, seatbelt",0.929983437
image709,image709_01_02.jpg,seat belt,"seat belt, seatbelt",0.522353053
image709,image709_02_01.jpg,oxygen mask,oxygen mask,0.186611801
image709,image709_02_02.jpg,seat belt,"seat belt, seatbelt",0.107629977
image71,image71.jpg,greenhouse,"greenhouse, nursery, glasshouse",0.784333527
image71,image71_01_01.jpg,greenhouse,"greenhouse, nursery, glasshouse",0.152115524
image71,image71_01_02.jpg,pay-phone,"pay-phone, pay-station",0.144769385
image71,image71_02_01.jpg,greenhouse,"greenhouse, nursery, glasshouse",0.108461127
image71,image71_02_02.jpg,sarong,sarong,0.120650358
image710,image710.jpg,seat belt,"seat belt, seatbelt",0.263370812
image710,image710_01_01.jpg,seat belt,"seat belt, seatbelt",0.153036445
image710,image710_01_02.jpg,bobsled,"bobsled, bobsleigh, bob",0.057350103
image710,image710_02_01.jpg,tench,"tench, Tinca tinca",0.391112387
image710,image710_02_02.jpg,seat belt,"seat belt, seatbelt",0.913088024
image711,image711.jpg,candle,"candle, taper, wax light",0.083302982
image711,image711_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.130831555
image711,image711_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.139143452
image711,image711_02_01.jpg,shower cap,shower cap,0.16358833
image711,image711_02_02.jpg,shower cap,shower cap,0.22199136
image712,image712.jpg,Band Aid,Band Aid,0.102318034
image712,image712_01_01.jpg,neck brace,neck brace,0.177125081
image712,image712_01_02.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.153998524
image712,image712_02_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.190247864
image712,image712_02_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.0785987
image713,image713.jpg,cash machine,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",0.345726877
image713,image713_01_01.jpg,seat belt,"seat belt, seatbelt",0.240715638
image713,image713_01_02.jpg,cash machine,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",0.264140725
image713,image713_02_01.jpg,mortarboard,mortarboard,0.09651906
image713,image713_02_02.jpg,bulletproof vest,bulletproof vest,0.209119841
image714,image714.jpg,bikini,"bikini, two-piece",0.104677729
image714,image714_01_01.jpg,bikini,"bikini, two-piece",0.391671747
image714,image714_01_02.jpg,stethoscope,stethoscope,0.47877264
image714,image714_02_01.jpg,bikini,"bikini, two-piece",0.379579276
image714,image714_02_02.jpg,bikini,"bikini, two-piece",0.234172761
image715,image715.jpg,breakwater,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",0.230826423
image715,image715_01_01.jpg,promontory,"promontory, headland, head, foreland",0.128560796
image715,image715_01_02.jpg,sarong,sarong,0.288195699
image715,image715_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.519640803
image715,image715_02_02.jpg,leatherback turtle,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",0.171598464
image716,image716.jpg,shovel,shovel,0.209405199
image716,image716_01_01.jpg,vacuum,"vacuum, vacuum cleaner",0.326131523
image716,image716_01_02.jpg,spotlight,"spotlight, spot",0.299605548
image716,image716_02_01.jpg,hay,hay,0.11165379
image716,image716_02_02.jpg,hatchet,hatchet,0.230781227
image717,image717.jpg,suit,"suit, suit of clothes",0.328971654
image717,image717_01_01.jpg,suit,"suit, suit of clothes",0.205006644
image717,image717_01_02.jpg,ski mask,ski mask,0.499114364
image717,image717_02_01.jpg,ocarina,"ocarina, sweet potato",0.108319432
image717,image717_02_02.jpg,suit,"suit, suit of clothes",0.162542477
image718,image718.jpg,swimming trunks,"swimming trunks, bathing trunks",0.187357575
image718,image718_01_01.jpg,water bottle,water bottle,0.824830651
image718,image718_01_02.jpg,hand blower,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.292183936
image718,image718_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.888748467
image718,image718_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.761830628
image719,image719.jpg,stethoscope,stethoscope,0.881060302
image719,image719_01_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.078822784
image719,image719_01_02.jpg,Band Aid,Band Aid,0.709580719
image719,image719_02_01.jpg,stethoscope,stethoscope,0.333974093
image719,image719_02_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.107246086
image72,image72.jpg,ping-pong ball,ping-pong ball,0.171492085
image72,image72_01_01.jpg,plunger,"plunger, plumber's helper",0.350980818
image72,image72_01_02.jpg,soap dispenser,soap dispenser,0.300251007
image72,image72_02_01.jpg,abaya,abaya,0.251064152
image72,image72_02_02.jpg,toilet seat,toilet seat,0.347488105
image720,image720.jpg,knee pad,knee pad,0.757037997
image720,image720_01_01.jpg,jack-o'-lantern,jack-o'-lantern,0.072351411
image720,image720_01_02.jpg,suit,"suit, suit of clothes",0.085096948
image720,image720_02_01.jpg,horizontal bar,"horizontal bar, high bar",0.353220016
image720,image720_02_02.jpg,gasmask,"gasmask, respirator, gas helmet",0.17966944
image721,image721.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.59359616
image721,image721_01_01.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.477121055
image721,image721_01_02.jpg,dalmatian,"dalmatian, coach dog, carriage dog",0.536016583
image721,image721_02_01.jpg,miniskirt,"miniskirt, mini",0.183957204
image721,image721_02_02.jpg,seat belt,"seat belt, seatbelt",0.081321463
image722,image722.jpg,seat belt,"seat belt, seatbelt",0.099226825
image722,image722_01_01.jpg,abaya,abaya,0.093449429
image722,image722_01_02.jpg,hair slide,hair slide,0.059311468
image722,image722_02_01.jpg,candle,"candle, taper, wax light",0.24860397
image722,image722_02_02.jpg,seat belt,"seat belt, seatbelt",0.276987046
image723,image723.jpg,syringe,syringe,0.798209131
image723,image723_01_01.jpg,ski mask,ski mask,0.143724158
image723,image723_01_02.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.112571493
image723,image723_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.089466408
image723,image723_02_02.jpg,shower cap,shower cap,0.094978392
image724,image724.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.115971506
image724,image724_01_01.jpg,barbershop,barbershop,0.245572865
image724,image724_01_02.jpg,hog,"hog, pig, grunter, squealer, Sus scrofa",0.197501734
image724,image724_02_01.jpg,Labrador retriever,Labrador retriever,0.140580684
